0.5793,0.3596,0.5520,0.5992,0.5891,
0.2989,0.1507,0.5085,0.6480,0.4091,
0.6753,0.3801,0.5193,0.6224,0.6478,
0.9225,0.7603,0.5811,0.5297,0.6729,
0.5203,0.3801,0.5618,0.5595,0.5392,
0.7269,0.4075,0.7179,0.6234,0.6712,
