0.6719,0.2435,0.6185,0.5776,0.6130,
0.5755,0.1706,0.5810,0.6112,0.5775,
0.6468,0.1877,0.5002,0.6338,0.6390,
0.8216,0.5653,0.6282,0.4230,0.5222,
0.6372,0.3284,0.6382,0.5132,0.5561,
0.6229,0.2242,0.7494,0.5863,0.6016,
