0.7297,0.2356,0.5724,0.5243,0.6102,
0.6216,0.1731,0.4542,0.5610,0.5897,
0.6351,0.1731,0.2710,0.5663,0.5987,
0.0000,0.0048,0.4976,0.0000,0.0000,
0.5135,0.2163,0.5504,0.4578,0.4841,
0.5811,0.1587,0.8043,0.5658,0.5733,
